Date,Team,Acquired,Relinquised,injury,severity,score
2017-04-04,Warriors,Kevon Looney,,returned to lineup,,0
2017-04-04,Blazers,,Jusuf Nurkic,fractured fibula in right leg ,DTD,1
2017-04-05,Grizzlies,,Mike Conley Jr.,eye injury ,DTD,1
2017-04-05,Heat,,Luke Babbitt,strained right hip flexor ,out for season,10
2017-04-05,Knicks,,Derrick Rose,surgery on left knee to repair torn meniscus ,out for season,10
2017-04-05,Mavericks,Dirk Nowitzki,,returned to lineup,,0
2017-04-05,Mavericks,Wesley Matthews / Wes Matthews Jr.,,returned to lineup,,0
2017-04-05,Nuggets,Jameer Nelson,,returned to lineup,,0
2017-04-05,Spurs,,Emanuel Ginobili / Manu Ginobili,bruised right quadriceps ,DTD,1
2017-04-05,Warriors,,Andre Iguodala,rest ,DTD,1
2017-04-05,Warriors,,Draymond Green,rest ,DTD,1
2017-04-06,Nuggets,,Jameer Nelson,strained right calf ,out for season,10
2017-04-06,Pacers,Al Jefferson,,returned to lineup,,0
2017-04-06,Pelicans,,DeMarcus Cousins,tendinitis in right Achilles ,out for season,10
2017-04-06,Knicks,,Kristaps Porzingis,sore lower back ,out for season,10
2017-04-07,Hawks,,Dennis Schroder,rest / foot injury ,DTD,1
2017-04-07,Hawks,,Dwight Howard,rest ,DTD,1
2017-04-07,Hawks,,Kent Bazemore,bone bruise in right knee ,DTD,1
2017-04-07,Jazz,Rodney Hood,,returned to lineup,,0
2017-04-07,Kings,,Garrett Temple,rest ,DTD,1
2017-04-07,Kings,,Kosta Koufos,rest ,DTD,1
2017-04-07,Kings,Anthony Tolliver,,returned to lineup,,0
2017-04-07,Kings,Arron Afflalo,,returned to lineup,,0
2017-04-07,Kings,Darren Collison,,returned to lineup,,0
2017-04-07,Knicks,,Carmelo Anthony,sore left knee ,DTD,1
2017-04-07,Spurs,,(William) Tony Parker,rest ,DTD,1
2017-04-07,Spurs,,Emanuel Ginobili / Manu Ginobili,rest ,DTD,1
2017-04-07,Spurs,,Kawhi Leonard,rest ,DTD,1
2017-04-07,Spurs,,LaMarcus Aldridge,rest ,DTD,1
2017-04-07,Spurs,,Pau Gasol,rest ,DTD,1
2017-04-07,Thunder,,Andre Roberson,sore left knee ,DTD,1
2017-04-08,Blazers,,Allen Crabbe,sore left foot ,DTD,1
2017-04-08,Celtics,,James Young,illness ,DTD,1
2017-04-08,Hornets,,Marco Belinelli,strained left index finger ,out for season,10
2017-04-08,Pacers,,Al Jefferson,sprained left ankle ,out for season,10
2017-04-08,Pelicans,,Anthony Davis,sore left knee ,out for season,10
2017-04-08,Pelicans,,E'Twaun Moore,sprained left ankle ,out for season,10
2017-04-08,Spurs,(William) Tony Parker,,returned to lineup,,0
2017-04-08,Spurs,Emanuel Ginobili / Manu Ginobili,,returned to lineup,,0
2017-04-08,Spurs,Kawhi Leonard,,returned to lineup,,0
2017-04-08,Spurs,LaMarcus Aldridge,,returned to lineup,,0
2017-04-08,Spurs,Pau Gasol,,returned to lineup,,0
2017-04-08,Warriors,,Stephen Curry,bruised left knee ,DTD,1
2017-04-09,Hawks,,Kris Humphries,neck spasms ,DTD,1
2017-04-09,Hawks,Dennis Schroder,,returned to lineup,,0
2017-04-09,Jazz,,Derrick Favors,sore left knee ,DTD,1
2017-04-09,Jazz,,Raulzinho Neto / Raul Neto,sprained left ankle ,DTD,1
2017-04-09,Jazz,,Rodney Hood,sore right knee ,DTD,1
2017-04-09,Kings,Garrett Temple,,returned to lineup,,0
2017-04-09,Kings,Ty Lawson,,returned to lineup,,0
2017-04-09,Mavericks,,Harrison Barnes,rest ,out for season,10
2017-04-09,Mavericks,,Jose Juan Barea / Jose Barea / J.J. Barea,rest ,DTD,1
2017-04-09,Nets,,Quincy Acy,sore left ankle ,out for season,10
2017-04-09,Rockets,,Eric Gordon,rest ,DTD,1
2017-04-09,Rockets,,Nene / Nene Hilario / Maybyner Hilario,rest / finger injury ,DTD,1
2017-04-09,Thunder,,Doug McDermott,sore left knee ,DTD,1
2017-04-09,Thunder,Andre Roberson,,returned to lineup,,0
2017-04-09,Warriors,,Matt Barnes,"sprained right ankle, foot ",DTD,1
2017-04-10,Blazers,,C.J. McCollum,strained right hand ,DTD,1
2017-04-10,Blazers,,Damian Lillard,rest / right foot injury ,DTD,1
2017-04-10,Cavaliers,,Kyrie Irving,rest ,DTD,1
2017-04-10,Cavaliers,,LeBron James,rest ,DTD,1
2017-04-10,Celtics,James Young,,returned to lineup,,0
2017-04-10,Hornets,,Kemba Walker,sore left knee ,out for season,10
2017-04-10,Jazz,,Gordon Hayward,bruised left quadricep ,DTD,1
2017-04-10,Nuggets,,Emmanuel Mudiay,sore/sprained right ankle ,out for season,10
2017-04-10,Rockets,,Patrick Beverley,shoulder injury ,DTD,1
2017-04-10,Warriors,,Kevon Looney,strained left hip ,out for season,10
2017-04-10,Warriors,,Klay Thompson,rest ,DTD,1
2017-04-10,Warriors,,Matt Barnes,"sprained right ankle, foot ",DTD,1
2017-04-10,Warriors,Stephen Curry,,returned to lineup,,0
2017-04-10,Wizards,,John Wall (a),rest / quadriceps injury ,DTD,1
2017-04-10,Heat,,Josh McRoberts,stress fracture in left foot ,out for season,10
2017-04-11,Hawks,Kris Humphries,,returned to lineup,,0
2017-04-11,Kings,,Arron Afflalo,DNP,,0
2017-04-11,Kings,,Kosta Koufos,DNP,,0
2017-04-11,Kings,,Tyreke Evans,DNP,,0
2017-04-11,Mavericks,,Wesley Matthews / Wes Matthews Jr.,rest ,out for season,10
2017-04-11,Mavericks,Jose Juan Barea / Jose Barea / J.J. Barea,,returned to lineup,,0
2017-04-11,Nuggets,,Will Barton,rest ,DTD,1
2017-04-11,Nuggets,Darrell Arthur,,returned to lineup,,0
2017-04-11,Suns,,Devin Booker,DNP,,0
2017-04-11,Thunder,,Russell Westbrook,rest ,DTD,1
2017-04-11,Thunder,,Taj Gibson,rest ,DTD,1
2017-04-11,Nuggets,,Kenneth Faried,lower back injury ,out for season,10
2017-04-12,76ers,,Dario Saric,sore left heel ,out for season,10
2017-04-12,Blazers,,Al-Farouq Aminu,rest ,DTD,1
2017-04-12,Blazers,,C.J. McCollum,rest ,DTD,1
2017-04-12,Blazers,,Damian Lillard,rest ,DTD,1
2017-04-12,Bucks,,Giannis Antetokounmpo,rest ,DTD,1
2017-04-12,Bucks,,Matthew Dellavedova / Matt Dellavedova,rest ,DTD,1
2017-04-12,Bucks,,Tony Snell,rest ,DTD,1
2017-04-12,Cavaliers,,Kevin Love,rest ,DTD,1
2017-04-12,Hawks,,Dennis Schroder,rest ,DTD,1
2017-04-12,Hawks,,Dwight Howard,rest ,DTD,1
2017-04-12,Hawks,,Tim Hardaway Jr.,rest ,DTD,1
2017-04-12,Jazz,Gordon Hayward,,returned to lineup,,0
2017-04-12,Jazz,Rodney Hood,,returned to lineup,,0
2017-04-12,Kings,,Kosta Koufos,rest ,DTD,1
2017-04-12,Kings,,Ty Lawson,rest ,out for season,10
2017-04-12,Kings,,Tyreke Evans,rest / toe injury ,out for season,10
2017-04-12,Kings,Arron Afflalo,,returned to lineup,,0
2017-04-12,Knicks,Carmelo Anthony,,returned to lineup,,0
2017-04-12,Mavericks,,Dirk Nowitzki,rest ,out for season,10
2017-04-12,Nets,,Brook Lopez,rest ,DTD,1
2017-04-12,Nets,,Jeremy Lin,rest ,out for season,10
2017-04-12,Nets,,Trevor Booker,rest ,out for season,10
2017-04-12,Nuggets,,Gary Harris,sore right knee ,out for season,10
2017-04-12,Nuggets,,Will Barton,DNP,,0
2017-04-12,Nuggets,,Wilson Chandler,DNP,,0
2017-04-12,Rockets,Nene / Nene Hilario / Maybyner Hilario,,returned to lineup,,0
2017-04-12,Rockets,Patrick Beverley,,returned to lineup,,0
2017-04-12,Timberwolves,,Ricky Rubio,DNP ,out for season,10
2017-04-12,Warriors,Klay Thompson,,returned to lineup,,0
2017-04-12,Wizards,,Markieff Morris,rest ,DTD,1
2017-04-12,Kings,,Darren Collison,rest ,out for season,10
2017-04-12,Pistons,,Beno Udrih,knee injury ,out for season,10
2017-04-12,Wizards,,John Wall (a),rest ,DTD,1
2017-04-13,Grizzlies,,Tony Allen,strained right calf ,out for season,10
2017-04-14,Wizards,,Sheldon McClellan / Sheldon Mac,strained calf ,DTD,1
2017-04-15,Bucks,,Matthew Dellavedova / Matt Dellavedova,returned to lineup,,0
2017-04-15,Bucks,Giannis Antetokounmpo,,returned to lineup,,0
2017-04-15,Bucks,Tony Snell,,returned to lineup,,0
2017-04-15,Cavaliers,Kevin Love,,returned to lineup,,0
2017-04-15,Cavaliers,Kyrie Irving,,returned to lineup,,0
2017-04-16,Blazers,,Tim Quarterman,concussion ,DTD,1
2017-04-16,Blazers,Al-Farouq Aminu,,returned to lineup,,0
2017-04-16,Blazers,Allen Crabbe,,returned to lineup,,0
2017-04-16,Blazers,C.J. McCollum,,returned to lineup,,0
2017-04-16,Blazers,Damian Lillard,,returned to lineup,,0
2017-04-16,Hawks,Dennis Schroder,,returned to lineup,,0
2017-04-16,Wizards,John Wall (a),,returned to lineup,,0
2017-04-16,Wizards,Markieff Morris,,returned to lineup,,0
2017-04-16,Wizards,Sheldon McClellan / Sheldon Mac,,returned to lineup,,0
2017-04-17,Jazz,,Rudy Gobert,hyperextended left knee ,DTD,1
2017-04-19,Blazers,Tim Quarterman,,returned to lineup,,0
2017-04-19,Warriors,,Kevin Durant,strained left calf ,DTD,1
2017-04-19,Warriors,,Shaun Livingston,sprained right index finger ,DTD,1
2017-04-22,Clippers,,Blake Griffin,right big toe injury ,out for season,10
2017-04-22,Lakers,,Timofey Mozgov,sore ankle ,DTD,1
2017-04-22,Warriors,,Steve Kerr,head coach illness ,DTD,1
2017-04-23,Jazz,,Gordon Hayward,food poisoning ,DTD,1
2017-04-24,Blazers,,Jusuf Nurkic,fractured fibula in right leg ,out for season,10
2017-04-24,Jazz,Gordon Hayward,,returned to lineup,,0
2017-04-24,Warriors,,Steve Kerr,head coach illness ,DTD,1
2017-04-24,Warriors,Kevin Durant,,returned to lineup,,0
2017-04-27,Knicks,,Joakim Noah,surgery on right shoulder to repair torn rotator cuff ,out indefinitely,8
2017-04-27,Nuggets,,Jamal Murray,surgery to repair core muscle related injuries ,out indefinitely,8
2017-05-01,Clippers,,Blake Griffin,surgery on right big toe ,out for season,10
2017-05-02,Warriors,,Steve Kerr,head coach illness ,DTD,1
2017-05-02,Warriors,Shaun Livingston,,returned to lineup,,0
2017-05-03,Lakers,,Luol Deng,surgery on right pectoral muscle ,out indefinitely,8
2017-05-04,Spurs,,(William) Tony Parker,ruptured quadriceps tendon in left leg ,out for season,10
2017-05-04,Warriors,,Steve Kerr,head coach illness ,DTD,1
2017-05-05,Raptors,,Kyle Lowry,sprained left ankle ,DTD,1
2017-05-06,Warriors,,Steve Kerr,head coach illness ,DTD,1
2017-05-08,Rockets,,Nene / Nene Hilario / Maybyner Hilario,torn left adductor muscle ,out for season,10
2017-05-13,Cavaliers,,Walter Tavares / Edy Tavares,fractured right hand ,out for season,10
2017-05-14,Warriors,,Andre Iguodala,sore left knee ,DTD,1
2017-05-14,Spurs,,Kawhi Leonard,sprained left ankle ,DTD,1
2017-05-17,Bulls,,Denzel Valentine,arthroscopic surgery on left ankle ,out indefinitely,8
2017-05-17,Hornets,,Kemba Walker,arthroscopic surgery on left knee ,out indefinitely,8
2017-05-17,Warriors,,Zaur Pachulia / Zaza Pachulia,bruised right heel,,0
2017-05-20,Celtics,,Isaiah Thomas,hip injury ,out for season,10
2017-05-21,Spurs,,David Lee,torn patellar tendon in left knee ,out for season,10
2017-05-22,Spurs,,Kawhi Leonard,sprained left ankle ,out for season,10
2017-05-23,Celtics,,Amir Johnson,sprained right shoulder ,out for season,10
2017-05-24,Clippers,,Luc Richard Mbah a Moute / Luc Mbah a Moute,player declined contract option,,0
2017-06-28,Suns,,Jared Dudley,surgery to repair ligament and bone ,out indefinitely,8
2017-07-04,Timberwolves,,Justin Patton,surgery on left foot to repair fracture ,out indefinitely,8
2017-07-25,Suns,,Brandon Knight,torn ACL in left knee ,out for season,10
2017-07-30,Clippers,,Danilo Gallinari,fractured bone in right hand ,out indefinitely,8
2017-08-08,Grizzlies,,Ben McLemore,surgery on right foot to repair fracture ,out indefinitely,8
2017-08-10,Thunder,,Patrick Patterson,arthroscopic surgery on his left knee ,out indefinitely,8
2017-08-28,Pelicans,,Solomon Hill,surgery to repair torn left hamstring ,out indefinitely,8
2017-09-01,Pelicans,,Frank Jackson,fractured right foot ,out for season,10
2017-09-06,Bulls,,Cameron Payne,surgery to repair fractured right foot ,out indefinitely,8
2017-09-13,Hawks,,DeAndre' Bembry / DeAndre Bembry,strained right triceps ,out indefinitely,8
2017-09-18,Raptors,,Ogugua Anunoby / O.G. Anunoby,torn ACL in knee ,out indefinitely,8
2017-09-22,Wizards,,Markieff Morris,surgery to repair sports hernia ,out indefinitely,8
2017-09-25,Suns,,Alan Williams,surgery on right knee to repair torn meniscus ,out indefinitely,8
2017-09-26,Cavaliers,,Isaiah Thomas,right hip impingement ,DTD,1
2017-09-30,Pacers,,Glenn Robinson III,high ankle sprain ,DTD,1
2017-09-30,Spurs,,Kawhi Leonard,sore right quadriceps ,out indefinitely,8
2017-10-05,Blazers,,Noah Vonleh,strained right shoulder ,DTD,1
2017-10-05,Hornets,,Nicolas Batum,torn ligament in left elbow ,out indefinitely,8
2017-10-06,Kings,,Harry Giles,recovering from surgery / rehab of knees,,0
2017-10-07,Bulls,,Kris Dunn,dislocated left index finger ,out indefinitely,8
2017-10-07,Jazz,,Dante Exum,separated left shoulder ,out indefinitely,8
2017-10-07,Mavericks,,Seth Curry,stress reaction in tibia in left leg ,out for season,10
2017-10-08,76ers,,Richaun Holmes,fractured wrist ,out indefinitely,8
2017-10-09,Pelicans,,Rajon Rondo,surgery to repair sports hernia ,out indefinitely,8
2017-10-09,Wizards,,Sheldon McClellan / Sheldon Mac,torn Achilles tendon ,out for season,10
2017-10-10,Wizards,,Sheldon McClellan / Sheldon Mac,surgery to repair torn left Achilles tendon ,out indefinitely,8
2017-10-11,Hawks,,Miles Plumlee,strained right quadriceps ,DTD,1
2017-10-11,Hornets,,Michael Carter-Williams,sore knees ,DTD,1
2017-10-12,Heat,,Rodney McGruder,surgery on lower left leg to repair stress fracture ,,0
2017-10-12,Pelicans,,Omer Asik,illness ,DTD,1
2017-10-12,Suns,,Davon Reed,surgery on left knee to repair torn meniscus ,out indefinitely,8
2017-10-14,Pacers,,Glenn Robinson III,surgery on left ankle ,out indefinitely,8
2017-10-16,Jazz,,Dante Exum,surgery to repair separated left shoulder ,out indefinitely,8
2017-10-17,Bulls,,Nikola Mirotic,fractured bones in face ,out indefinitely,8
2017-10-17,Celtics,,Gordon Hayward,fractured tibia in left leg and dislocated left ankle ,out for season,10
2017-10-17,Kings,,Bogdan Bogdanovic,sprained right ankle ,DTD,1
2017-10-18,76ers,,Jahlil Okafor,illness ,DTD,1
2017-10-18,Blazers,,Zach Collins,illness ,DTD,1
2017-10-18,Bucks,,Jabari Parker,placed on IL recovering from surgery on left knee to repair torn ACL,,0
2017-10-18,Celtics,,Gordon Hayward,surgery on left ankle/leg to repair fractured tibia and dislocated ankle ,out for season,10
2017-10-18,Nets,,Jeremy Lin,ruptured patella tendon in right knee ,out for season,10
2017-10-18,Pacers,,Ike Anigbogu,knee injury ,DTD,1
2017-10-18,Rockets,,Chris Paul,bruised left knee ,DTD,1
2017-10-19,Grizzlies,,JaMychal Green,sprained left ankle ,DTD,1
2017-10-19,Pacers,,Myles Turner,sore neck ,DTD,1
2017-10-20,Blazers,Zach Collins,,returned to lineup,,0
2017-10-20,Cavaliers,,Derrick Rose,sprained left ankle ,DTD,1
2017-10-20,Heat,,Hassan Whiteside,bruised left knee ,DTD,1
2017-10-20,Hornets,,Michael Carter-Williams,sore knee ,DTD,1
2017-10-20,Pacers,Ike Anigbogu,,returned to lineup,,0
2017-10-21,76ers,Jahlil Okafor,,returned to lineup,,0
2017-10-21,Raptors,,Jonas Valanciunas,sore/sprained left ankle ,DTD,1
2017-10-22,Clippers,,Milos Teodosic / Milos Tedosic,plantar fascia in left foot ,out indefinitely,8
2017-10-23,Bucks,,Malcolm Brogdon,sprained left ankle ,DTD,1
2017-10-23,Hawks,,Ersan Ilyasova,strained left knee ,DTD,1
2017-10-23,Kings,Bogdan Bogdanovic,,returned to lineup,,0
2017-10-24,Blazers,,C.J. Wilcox,right knee injury ,out indefinitely,8
2017-10-24,Hawks,,DeAndre' Bembry / DeAndre Bembry,surgery on right wrist to repair fracture,,0
2017-10-24,Rockets,,Trevor Ariza,sprained left foot ,DTD,1
2017-10-24,Spurs,,Joffrey Lauvergne,sprained right ankle ,DTD,1
2017-10-24,Timberwolves,,Jimmy Butler,upper respiratory illness ,DTD,1
2017-10-25,76ers,,Markelle Fultz,sore right shoulder ,DTD,1
2017-10-25,Blazers,,Meyers Leonard,sore/sprained right ankle ,DTD,1
2017-10-25,Cavaliers,,Dwyane Wade,bruised left knee ,DTD,1
2017-10-25,Grizzlies,,Chandler Parsons,rest ,DTD,1
2017-10-25,Raptors,,Lucas Nogueira,sprained left ankle ,DTD,1
2017-10-26,Bucks,Malcolm Brogdon,,returned to lineup,,0
2017-10-26,Bulls,,Paul Zipser,bruised right knee ,DTD,1
2017-10-26,Mavericks,,Dorian Finney-Smith,left knee tendinitis ,DTD,1
2017-10-26,Pelicans,,Anthony Davis,left knee tendinitis ,DTD,1
2017-10-27,Hawks,Ersan Ilyasova,,returned to lineup,,0
2017-10-27,Hornets,,Treveon Graham,bruised right quadriceps ,DTD,1
2017-10-27,Spurs,,Joffrey Lauvergne,sprained right ankle ,DTD,1
2017-10-28,76ers,,J.J. Redick,tightness in lower back ,DTD,1
2017-10-28,Bulls,Paul Zipser,,returned to lineup,,0
2017-10-28,Cavaliers,Dwyane Wade,,returned to lineup,,0
2017-10-28,Nets,,Quincy Acy,strained left groin ,DTD,1
2017-10-28,Pelicans,Anthony Davis,,returned to lineup,,0
2017-10-29,Cavaliers,,Iman Shumpert,sore right knee ,DTD,1
2017-10-29,Hornets,,Frank Kaminsky,illness ,DTD,1
2017-10-29,Hornets,Cody Zeller,,returned to lineup,,0
2017-10-29,Hornets,Treveon Graham,,returned to lineup,,0
2017-10-30,Hornets,Frank Kaminsky,,returned to lineup,,0
2017-10-30,Raptors,,Serge Ibaka,swollen left / right knee ,DTD,1
2017-10-30,Raptors,Lucas Nogueira,,returned to lineup,,0
2017-10-30,Spurs,,Emanuel Ginobili / Manu Ginobili,rest ,DTD,1
2017-10-31,Jazz,,Joe Johnson,sore right wrist ,DTD,1
2017-10-31,Nets,,Jarrett Allen,strained left foot ,DTD,1
2017-11-01,Grizzlies,,Mike Conley Jr.,sore left Achilles ,DTD,1
2017-11-01,Heat,,James Johnson,tendinitis in right knee ,DTD,1
2017-11-01,Pistons,,Jon Leuer,sprained left ankle ,DTD,1
2017-11-01,Raptors,Serge Ibaka,,returned to lineup,,0
2017-11-02,Cavaliers,,Tristan Thompson,strained left calf ,out indefinitely,8
2017-11-02,Lakers,,Andrew Bogut,tightness in back ,DTD,1
2017-11-02,Magic,,D.J. Augustine,strained left hamstring ,DTD,1
2017-11-02,Spurs,Emanuel Ginobili / Manu Ginobili,,returned to lineup,,0
2017-11-03,Hawks,,Malcolm Delaney,sprained right ankle ,DTD,1
2017-11-03,Heat,James Johnson,,returned to lineup,,0
2017-11-03,Lakers,,Larry Nance Jr.,surgery on left hand/thumb to repair fracture ,out indefinitley,8
2017-11-03,Nets,,Trevor Booker,sore lower back ,DTD,1
2017-11-04,Bulls,,David Nwaba,sprained right ankle ,DTD,1
2017-11-04,Grizzlies,Mike Conley Jr.,,returned to lineup,,0
2017-11-04,Hawks,,Mike Muscala,sprained left ankle ,DTD,1
2017-11-04,Pacers,,T.J. Leaf,sprained left ankle ,DTD,1
2017-11-04,Grizzlies,,Wayne Selden Jr.,right quadricep injury ,DTD,1
2017-11-06,76ers,,Jerryd Bayless,bruised left wrist ,DTD,1
2017-11-06,Clippers,,Danilo Gallinari,strained left gluteus muscle ,DTD,1
2017-11-06,Hawks,Malcolm Delaney,,returned to lineup,,0
2017-11-07,Grizzlies,,Wayne Selden Jr.,right thigh injury ,DTD,1
2017-11-07,Nets,,Rondae Hollis-Jefferson,bruised right hip ,DTD,1
2017-11-08,Suns,,Tyson Chandler,back spasms ,DTD,1
2017-11-09,Blazers,,C.J. Wilcox,surgery on right knee ,date approximate,4
2017-11-09,Clippers,,Patrick Beverley,sore right knee ,DTD,1
2017-11-09,Rockets,,Luc Richard Mbah a Moute / Luc Mbah a Moute,knee injury ,DTD,1
2017-11-10,76ers,,Nik Stauskas,sprained right ankle ,DTD,1
2017-11-10,Hornets,,Treveon Graham,bruised right quadriceps ,DTD,1
2017-11-10,Nets,,Trevor Booker,sore lower back ,DTD,1
2017-11-10,Nets,Rondae Hollis-Jefferson,,returned to lineup,,0
2017-11-11,Jazz,,Rudy Gobert,bruised tibia in right leg ,DTD,1
2017-11-11,Magic,,Elfrid Payton,sore left hamstring ,DTD,1
2017-11-11,Pelicans,,Tony Allen,left knee inflammation ,DTD,1
2017-11-11,Rockets,Luc Richard Mbah a Moute / Luc Mbah a Moute,,returned to lineup,,0
2017-11-11,Spurs,,Emanuel Ginobili / Manu Ginobili,rest ,DTD,1
2017-11-11,Timberwolves,,Cole Aldrich,sprained left ankle ,DTD,1
2017-11-11,Timberwolves,,Gorgui Dieng,sprained right index finger ,DTD,1
2017-11-11,Grizzlies,Wayne Selden Jr.,,returned to lineup,,0
2017-11-12,Magic,,Jonathan Isaac,sprained right ankle ,DTD,1
2017-11-12,Nets,,D'Angelo Russell,bruised left knee ,DTD,1
2017-11-12,Rockets,,Nene / Nene Hilario / Maybyner Hilario,sore ankle ,DTD,1
2017-11-12,Thunder,,Carmelo Anthony,sore lower back ,DTD,1
2017-11-13,Magic,,Jonathan Isaac,sprained right ankle ,DTD,1
2017-11-13,Knicks,,Ron Baker,shoulder injury ,DTD,1
2017-11-14,Heat,,Okaro White,fractured left foot ,out indefinitely,8
2017-11-14,Rockets,,Nene / Nene Hilario / Maybyner Hilario,sprained right foot ,DTD,1
2017-11-14,Spurs,Emanuel Ginobili / Manu Ginobili,,returned to lineup,,0
2017-11-15,Bucks,,Matthew Dellavedova / Matt Dellavedova,left knee tendinitis ,DTD,1
2017-11-15,Magic,,Jonathan Isaac,sprained right ankle ,DTD,1
2017-11-15,Thunder,Carmelo Anthony,,returned to lineup,,0
2017-11-15,Timberwolves,Cole Aldrich,,returned to lineup,,0
2017-11-16,Raptors,,Delon Wright,dislocated right shoulder ,out indefinitely,8
2017-11-16,Rockets,Nene / Nene Hilario / Maybyner Hilario,,returned to lineup,,0
2017-11-17,76ers,,Justin Anderson,shin splints in left leg ,DTD,1
2017-11-17,Blazers,Meyers Leonard,,returned to lineup,,0
2017-11-17,Grizzlies,,Wayne Selden Jr.,right quadricep injury ,DTD,1
2017-11-17,Jazz,,Ricky Rubio,sore right Achilles ,DTD,1
2017-11-17,Nets,,D'Angelo Russell,arthroscopic surgery on left knee ,out indefinitely,8
2017-11-17,Timberwolves,Gorgui Dieng,,returned to lineup,,0
2017-11-17,Grizzlies,,Ivan Rabb,concussion ,DTD,1
2017-11-18,Cavaliers,,Iman Shumpert,left knee injury ,DTD,1
2017-11-18,Jazz,Ricky Rubio,,returned to lineup,,0
2017-11-18,Hawks,,Mike Muscala,sprained left ankle ,DTD,1
2017-11-19,Grizzlies,,Brandan Wright,right groin injury ,DTD,1
2017-11-19,Nuggets,,Paul Millsap,sore left wrist ,DTD,1
2017-11-19,Warriors,,Kevin Durant,sprained left ankle ,DTD,1
2017-11-19,Wizards,,John Wall (a),sore left knee / left knee inflammation ,DTD,1
2017-11-20,76ers,,Richaun Holmes,illness ,DTD,1
2017-11-20,76ers,Jerryd Bayless,,returned to lineup,,0
2017-11-20,Clippers,Patrick Beverley,,returned to lineup,,0
2017-11-20,Pelicans,Tony Allen,,returned to lineup,,0
2017-11-20,Wizards,John Wall (a),,returned to lineup,,0
